CPF,NOME,EMAIL,CELULAR,DATA_NASCIMENTO
65327185999,Dr. João Felipe Silveira,ana-vitoriacosta@example.org,(11) 94459-4104,1981-12-23
17864983400,Julia Brito,theodoroandrade@example.net,(11) 94562-2778,1978-11-02
76258813266,Asafe Fogaça,emilly98@example.org,(11) 95733-8287,1954-09-17
77808155600,Francisco Costa,ualmeida@example.net,(11) 92619-7744,1967-07-09
96387841300,Dr. Luiz Henrique Sousa,jesusdanilo@example.net,(11) 96254-8271,1979-05-16
13865944900,Ian Carvalho,ana-clarapeixoto@example.org,(11) 96690-1937,1956-01-26
16003249322,Dra. Isadora Rodrigues,joao-lucasmendonca@example.net,(11) 91504-9331,1958-09-12
29531341077,Lucas Cavalcante,joana97@example.com,(11) 92926-2936,1991-11-30
99545080666,Luiz Henrique Pinto,marcela59@example.org,(11) 92155-2030,1996-09-16
81557596522,Heloisa Camargo,fmonteiro@example.com,(11) 91227-3003,1971-12-26
53173528511,Stephany Caldeira,rsales@example.org,(11) 94604-8257,2006-04-23
16181070388,Vitor Pereira,omoraes@example.com,(11) 96672-9237,1987-12-12
66581634999,Yago Moreira,luarapastor@example.net,(11) 91649-1552,1963-12-31
47541333744,Sra. Lara Lima,asafe25@example.com,(11) 95753-5237,1961-02-11
42727982511,Isabel Casa Grande,mateus81@example.com,(11) 95713-9808,1958-04-16
19588877066,Sra. Emilly Caldeira,gribeiro@example.org,(11) 94149-3894,1987-05-24
69014001799,Maysa Castro,esouza@example.net,(11) 91318-8470,1990-03-31
28465331300,Ravi Lucca Costela,aleao@example.net,(11) 91177-4735,1974-07-04
95607945822,Ana Júlia Cirino,da-cunhamanuella@example.com,(11) 99388-3766,1949-06-20
20432406844,Mariana Ramos,nfarias@example.com,(11) 99928-2896,2002-04-12
31334967944,Henry Gabriel Pinto,silvaana-carolina@example.com,(11) 94597-2586,1947-07-28
90655553311,Ana Liz Pires,aparecidalunna@example.org,(11) 96165-2474,2001-10-05
28207564099,Apollo da Paz,oliver28@example.com,(11) 92591-6352,1974-04-05
31925183166,Sr. Miguel Pimenta,santosanthony-gabriel@example.com,(11) 92034-9198,1998-03-11
44578756000,Sara Barbosa,matteocirino@example.org,(11) 93500-6911,1989-04-30
19587046877,Maria Cecília Mendes,diasisabela@example.com,(11) 98515-1969,1979-09-13
57262711900,Sr. Vitor Hugo Barros,bcavalcanti@example.org,(11) 94506-5676,1965-11-18
75178992100,Davi Vieira,ian41@example.com,(11) 92330-2546,1950-01-30
35451223011,Dr. Apollo Rezende,oliviapinto@example.org,(11) 91382-1001,1993-08-06
64183249511,Zoe Silveira,luiz-otavioaraujo@example.net,(11) 96920-5835,1963-02-07
46378275155,Mariana Novais,eloafreitas@example.net,(11) 95519-6041,1984-09-17
87393408722,Lucas Cavalcante,davi16@example.com,(11) 94666-6116,1949-12-27
44579573133,Sr. Henry Gabriel Azevedo,julianarios@example.com,(11) 98840-9428,1973-05-11
54714990000,Gustavo Henrique Martins,diaslais@example.net,(11) 95943-5703,1977-10-28
14392131199,Ana Liz Gomes,gael49@example.com,(11) 97287-3395,1956-12-12
86302751700,Maya da Luz,maria-helena67@example.com,(11) 99203-9999,1945-05-25
27205706800,Emanuel Souza,martinsalice@example.org,(11) 92396-6225,1978-09-05
75836937722,André Campos,da-cruzvinicius@example.net,(11) 91202-7858,1950-04-22
54581125399,Ana Cecília Ramos,rhavi72@example.com,(11) 98843-8927,1996-02-02
25101776211,Diogo Novais,da-cruzlavinia@example.org,(11) 92887-9886,1958-08-29
48727483799,Maria Vitória Marques,ianpacheco@example.net,(11) 97060-9679,1984-12-02
38911369000,Allana Borges,alice48@example.net,(11) 95108-6422,2006-06-16
20329340433,Esther Montenegro,mateusrezende@example.org,(11) 91899-2623,1995-08-12
33043119399,Ester Dias,luiz-otavio64@example.org,(11) 99159-1318,2002-07-22
90424237499,Hadassa da Mata,bentocampos@example.com,(11) 92986-6913,1967-07-04
16416659988,Larissa Cavalcante,peixotomariah@example.com,(11) 91718-2147,1973-06-26
58750149111,Breno Pires,yan47@example.org,(11) 98083-4742,1952-12-07
20145498266,Lara da Mata,thiagobarros@example.org,(11) 99640-8640,1946-08-08
11259616355,Vitória Castro,zfarias@example.net,(11) 94258-8910,1978-04-30
98394946866,Cauê Casa Grande,elisacamargo@example.org,(11) 97636-6019,1966-09-11
49378959822,Ana Beatriz Nascimento,zmendes@example.org,(11) 97793-3354,1968-07-31
78676241633,Maria Flor Sousa,machadorodrigo@example.com,(11) 95150-8109,1947-08-02
33287014511,Dr. Ravi Lucca Vieira,camargosophie@example.net,(11) 98242-1653,1983-02-20
44135137388,Maria Eduarda Cassiano,luiz-fernando71@example.org,(11) 97391-7298,2007-05-12
93838475499,Brayan Garcia,ana-carolinada-mota@example.org,(11) 92917-6988,2000-03-05
10038774199,Sr. Arthur Miguel Moura,hnovais@example.com,(11) 91038-2738,1964-01-30
69197577700,Cauã Ramos,bentorios@example.net,(11) 97130-8711,1952-05-29
12999667999,Sr. Kaique Viana,samuel87@example.net,(11) 93983-2208,1960-04-18
34346929088,Heloisa Vargas,miguel01@example.net,(11) 94844-9248,1977-06-11
91853933200,Maria Flor Sousa,wteixeira@example.org,(11) 97187-9950,1989-03-28
32141764044,Sr. Matheus Camargo,anunes@example.com,(11) 98155-2440,1951-06-16
22526487166,Sr. Enzo da Cruz,sara38@example.org,(11) 96703-2223,1970-06-08
34946102822,Liz Caldeira,limamarina@example.net,(11) 99647-2036,1993-09-03
27717984500,Srta. Ayla Fernandes,brunogomes@example.net,(11) 99591-3196,1966-10-24
83617373400,Sr. Nicolas Leão,jferreira@example.com,(11) 99357-6874,1968-12-31
79706441988,Alícia Camargo,xfonseca@example.com,(11) 92122-9204,1970-05-25
78648912255,Luigi Novais,maria-julia76@example.com,(11) 97590-9469,1977-01-01
85118008911,Heloísa Brito,fernandeselisa@example.com,(11) 93961-9605,1968-11-02
79211406611,Dr. Vitor Gabriel Cavalcante,thiagorezende@example.com,(11) 99744-2410,1994-12-25
19882934999,Ana Sophia Albuquerque,araujostephany@example.org,(11) 92065-7843,1961-02-12
91874888922,João Vitor Silveira,vasconcelosvitoria@example.net,(11) 95414-2304,1982-02-01
59491946400,Daniel Mendes,maria-alicevieira@example.net,(11) 99101-2827,1966-01-13
61073512488,Emanuella Gomes,zgoncalves@example.org,(11) 94412-5839,1961-06-20
73366366400,Sra. Nina Freitas,lpires@example.org,(11) 93491-9154,1968-06-22
56520318677,Nathan Andrade,jesusantonella@example.com,(11) 93034-2233,1951-11-10
86974231800,Mirella Santos,maria-fernanda18@example.net,(11) 94726-2256,2003-12-13
88756836111,Erick Vargas,rael64@example.com,(11) 92399-7673,1997-11-07
13066832700,Maria Sousa,joao-lucasmoura@example.com,(11) 98987-2436,1992-05-16
63467046644,Sophia Jesus,luiz-henrique87@example.com,(11) 94699-7539,1981-10-14
48544382155,Ágatha Rodrigues,fernandada-mata@example.com,(11) 96239-1020,1986-04-16
18054058533,Sr. Dom Marques,pmartins@example.net,(11) 95947-9345,1958-01-01
80889648655,José Miguel Araújo,rsilveira@example.com,(11) 97755-3224,1968-02-03
57226667188,Maria Melo,yrocha@example.com,(11) 91916-7379,1945-09-19
97627088811,Milena Dias,pastormilena@example.org,(11) 97697-7252,1973-09-30
77706220777,Maria Liz Pereira,luigilima@example.com,(11) 96420-6257,2005-01-09
92912751155,Emanuelly Silva,vitorferreira@example.org,(11) 97700-4525,1991-02-02
83912671566,Isabel da Costa,larissa11@example.net,(11) 99539-4889,1954-04-15
15399036722,Leonardo Costela,alexiamacedo@example.net,(11) 98263-6230,1993-11-03
66417594155,Manuela Azevedo,antony27@example.org,(11) 91382-9352,1977-11-17
80066975822,Luiza Montenegro,lorena57@example.net,(11) 97306-3500,1945-05-01
52658403033,Stella da Costa,ana-carolinanovaes@example.org,(11) 93283-9136,1976-12-15
98724155600,Dra. Ísis da Costa,kdias@example.com,(11) 99862-2229,1949-02-13
23243041988,Breno da Luz,souzamatheus@example.com,(11) 98039-6751,2002-07-15
67773389855,Maysa Costa,wda-rosa@example.com,(11) 93794-8172,1954-10-04
68120766355,Milena Azevedo,saragao@example.net,(11) 93788-9149,2003-07-28
72063597600,Gabriel Sampaio,piresmaria-julia@example.net,(11) 95036-7528,1948-02-17
68068298644,Sr. Ian Costa,melinadas-neves@example.org,(11) 91796-7156,1962-08-27
26764824833,Luiz Fernando da Mota,almeidalucca@example.org,(11) 97114-7353,1967-06-04
85146910744,Maria Clara Sousa,souzalorenzo@example.org,(11) 92703-2033,1969-01-10
89640407599,Melina Silva,emanuellaaragao@example.org,(11) 94766-3930,1953-02-20
75261231300,Maria Alice Rios,joao-gabrielborges@example.com,(11) 97248-2355,1999-09-15
16912531033,Luísa Santos,pedro-lucasviana@example.net,(11) 94098-5009,1963-10-07
27687078999,Sra. Isabela Ribeiro,emanuellasousa@example.net,(11) 93892-2878,1994-07-25
93669719033,Isis da Paz,joanavasconcelos@example.net,(11) 91591-9843,1991-03-10
98718226188,Matheus Freitas,salesalexia@example.net,(11) 93867-8657,1955-02-01
73996457011,Maria Eduarda Siqueira,caue20@example.net,(11) 93908-7100,1954-12-21
40720403800,Isabel Farias,novaiszoe@example.net,(11) 95760-2189,2001-09-01
89966022644,Anna Liz Rios,fariasisis@example.net,(11) 97995-6842,1948-04-01
56843661711,Mirella Monteiro,samuel29@example.org,(11) 94490-3927,1948-01-24
49964670022,Kevin Ramos,pintoluiz-felipe@example.org,(11) 93821-7116,1968-04-15
59495727933,Thomas Campos,estergomes@example.net,(11) 94305-9826,1951-08-01
75960477933,Ian Duarte,yfreitas@example.net,(11) 99542-6156,1949-06-10
81505936833,Thales Vieira,pimentarenan@example.com,(11) 98108-1430,2004-07-21
75245214211,Luiz Henrique Novaes,isabella97@example.net,(11) 97020-2393,1957-11-22
84672951122,Ana Beatriz Rios,mirella40@example.com,(11) 93512-5655,1985-06-10
67500004444,Pedro Henrique Nascimento,jesusjuan@example.org,(11) 98230-5079,1992-02-23
63377786266,Calebe Fonseca,diogo79@example.com,(11) 93340-7822,1992-10-10
18111136488,Maria Júlia Casa Grande,vasconcelosvitoria@example.org,(11) 92218-5169,1974-12-19
52666034611,Henry da Cruz,monteirovitor-gabriel@example.net,(11) 92056-9240,2005-04-01
58983657888,Isabel Nunes,freitascaua@example.com,(11) 96978-7089,1948-02-11
16797545300,Brenda Correia,igor43@example.org,(11) 97828-7209,1951-03-10
92795883466,Luan Montenegro,amoura@example.net,(11) 91803-3746,1979-04-25
71724818955,Dr. Luiz Henrique Azevedo,piresmaria-luisa@example.net,(11) 95827-3684,1960-03-28
43975140544,Ana Beatriz Lima,cirinonina@example.org,(11) 96852-6485,1956-04-13
16216297400,Luana Martins,vitor-gabriel55@example.org,(11) 99449-8668,1950-04-02
92891610433,Davi Luiz Câmara,brayanfogaca@example.org,(11) 98939-3047,1992-05-25
11915368588,Danilo Aparecida,saracostela@example.net,(11) 91975-7296,1992-11-16
73057653099,Srta. Gabriela Fernandes,siqueirafelipe@example.net,(11) 93154-4965,1989-08-03
59214707755,Sr. Leandro Lopes,ana-liz51@example.com,(11) 95277-2524,1984-04-10
25591339033,Eloah Novaes,maria-isisviana@example.com,(11) 96518-7346,1985-05-21
65761172999,José Miguel Monteiro,matheus46@example.net,(11) 94363-3833,1973-12-02
52026123388,Juan Machado,rafaelsilva@example.com,(11) 94577-6826,1979-12-16
96347765233,Theodoro da Cunha,da-motaemanuel@example.net,(11) 92631-3684,1970-11-26
46835518377,Ravi Lucca Martins,eteixeira@example.org,(11) 99764-3175,1987-08-23
11329707255,Vitor Ribeiro,carlos-eduardo79@example.com,(11) 91082-2042,1980-04-14
12141949077,Ana Clara Silva,bcassiano@example.org,(11) 96935-4880,1970-08-21
68320539755,Dra. Luiza Brito,xmontenegro@example.net,(11) 94912-4932,1980-07-06
28485324244,Sr. Caleb Sampaio,jade65@example.org,(11) 97840-9021,1966-09-29
86605800955,Kevin Novais,emillynascimento@example.org,(11) 98769-7877,1949-10-31
63901076411,Isabel Viana,evelynsampaio@example.com,(11) 95208-3334,1999-04-17
91536660388,Maria Liz Marques,thales77@example.com,(11) 94437-1551,1947-06-11
65159298899,Maria Isis Mendes,gael22@example.com,(11) 99448-1584,1982-07-14
76160863222,Melina Alves,hcavalcanti@example.com,(11) 99788-1402,1974-11-03
97165410666,Nina Sampaio,marcos-vinicius46@example.com,(11) 91895-6230,1987-12-03
53322427355,Dr. Vitor Hugo da Rosa,peixotostella@example.org,(11) 91668-7737,1977-07-19
77555334099,Antony Gonçalves,nascimentosamuel@example.org,(11) 99046-1205,1981-12-23
13235104000,Eduarda da Conceição,gcavalcanti@example.com,(11) 98323-3867,1980-06-18
21920898566,Sofia Cavalcante,ravi-luccabarros@example.org,(11) 91387-9132,2003-05-14
15497660311,Ana Julia Porto,enzo34@example.net,(11) 95625-7475,2001-04-26
39819790100,Alice Aparecida,heloisamoreira@example.com,(11) 96596-3240,1985-02-12
43410536633,Srta. Maria Liz Leão,luiz-gustavoda-rocha@example.net,(11) 99193-6674,1989-07-09
37250502799,Dr. Bento Nascimento,marquesmaria-liz@example.net,(11) 98494-2706,1946-06-21
44195828200,Maitê Campos,luiz-otavio39@example.net,(11) 92757-9466,1988-11-12
58264522000,Daniela Mendonça,sdias@example.net,(11) 96621-2633,1997-11-12
57441536677,Dr. Caleb Duarte,garciaagatha@example.org,(11) 99074-7348,1956-11-24
82548066088,Maria Isis Albuquerque,joaoramos@example.org,(11) 98871-7865,1982-11-10
47789110244,Bárbara Fonseca,vargasaylla@example.com,(11) 95391-4286,1958-09-24
43164774044,Srta. Maria Clara Fogaça,souzavitoria@example.org,(11) 94782-8597,1987-05-07
14261911033,Sr. Miguel Souza,laiscosta@example.com,(11) 96122-5235,1985-10-18
77632927333,Matteo Silva,vasconcelospedro-miguel@example.org,(11) 94457-9487,1982-02-01
95563968022,Theo Ferreira,caldeiranoah@example.com,(11) 93861-8217,1971-01-27
91766463277,Maria Helena Casa Grande,andradejoao-pedro@example.org,(11) 95562-5305,1964-04-23
28073799077,Yuri Albuquerque,noah40@example.org,(11) 91066-3715,1981-06-12
23349028299,Dante Silva,sofia67@example.net,(11) 95115-2639,1956-12-08
98161894888,Sr. Thomas das Neves,emilly58@example.net,(11) 95293-1435,1965-11-23
42836897188,Rebeca Almeida,sampaionatalia@example.net,(11) 97506-3970,1988-03-29
32098587488,Liam Moraes,nfonseca@example.net,(11) 97255-8123,1996-04-03
72534670355,Bárbara Fogaça,pietropimenta@example.net,(11) 97659-2857,2000-07-27
16083787722,Maria Cecília Novaes,maria-fernanda11@example.com,(11) 98674-1131,1992-09-23
35275676233,Maria Alice Caldeira,luizaguerra@example.org,(11) 92268-6071,1979-08-29
50491675744,Alana Nascimento,alanapimenta@example.net,(11) 99119-6959,1963-01-31
88999203111,Lorena Cunha,emanuella45@example.com,(11) 99239-6061,1968-02-28
20001177244,Mathias da Conceição,hmartins@example.net,(11) 93902-8919,1979-08-05
39364498722,Benjamim Pacheco,freitasisabela@example.org,(11) 93191-5876,1990-04-07
54777953444,Maitê Cavalcante,vfarias@example.org,(11) 97127-1542,1966-04-30
36937749600,Srta. Isabella Cavalcante,nathancavalcante@example.com,(11) 94416-6261,1952-08-02
58567067577,Clarice Vasconcelos,sampaiotheodoro@example.com,(11) 93616-2372,1954-08-26
53025188800,Dra. Lavínia Barbosa,sophia21@example.org,(11) 95256-2937,1971-08-16
36163946944,Ana Júlia Pires,olivernunes@example.net,(11) 91667-5750,1950-08-20
86731928899,Sara Peixoto,catarina03@example.com,(11) 95897-6434,2002-05-31
43734634688,Maria Luiza Moreira,raquel49@example.net,(11) 91954-8840,2004-06-16
66488714233,Hellena Cunha,wcampos@example.com,(11) 95471-1212,1963-08-20
39144349611,Arthur Miguel Borges,fonsecahadassa@example.org,(11) 92459-7996,2005-04-29
38961443088,Dr. Fernando Araújo,cavalcantegabriela@example.net,(11) 94495-4414,1996-06-16
91960280411,Dr. Pedro Miguel Rezende,anthony-gabriel13@example.org,(11) 93332-6413,1967-03-13
18311317900,Valentina Araújo,rribeiro@example.org,(11) 92719-1635,1949-08-12
25860837500,Benício Peixoto,dsantos@example.org,(11) 97663-4525,1962-12-22
74489566800,José Miguel Duarte,luanaaraujo@example.com,(11) 97340-9089,1976-11-13
35248920600,Benício Silveira,maria-julia42@example.com,(11) 96698-1694,1964-11-05
42845777000,Elisa Mendes,danilo38@example.org,(11) 98629-6546,1985-11-30
23959855977,Ágatha Cavalcanti,carvalhobenjamim@example.org,(11) 92480-6071,1969-08-01
19513363644,Felipe da Mata,francisco69@example.com,(11) 95276-4258,1954-11-01
35046654599,Maria Clara Nunes,joao-vitorcunha@example.com,(11) 95874-1250,1957-03-23
73605501655,Stella Camargo,lais88@example.com,(11) 99818-3459,1988-06-12
75444571922,Melina Cardoso,zda-rocha@example.net,(11) 97876-7240,1995-08-24
70023097655,Dr. Benjamin Albuquerque,pedro-lucas72@example.net,(11) 92059-3693,1962-07-05
45567489411,Renan Novaes,agatha86@example.com,(11) 91022-5640,1993-02-10
21340750900,Rafael Ferreira,garciajoao-gabriel@example.com,(11) 97937-2555,1968-06-09
21455975577,Bianca Araújo,ccavalcanti@example.net,(11) 95386-4102,1994-10-04
37847863088,Srta. Sarah Farias,ncamargo@example.com,(11) 96454-7493,2004-02-09
70866190433,João Felipe da Conceição,joao-gabrielmontenegro@example.com,(11) 93203-3126,1961-10-02
11323209177,Davi Miguel Oliveira,ryansilveira@example.net,(11) 95050-5280,1981-07-25
18672511833,Caroline Vasconcelos,bdias@example.net,(11) 95539-3484,1971-01-11
90081252500,Pietro Souza,enrico81@example.org,(11) 97037-6056,2002-12-27
88594689499,Antonella Porto,fpeixoto@example.com,(11) 91189-5401,1956-09-19
78669936611,Mariana Monteiro,ana-beatrizcardoso@example.com,(11) 93948-3700,2001-11-03
67337159611,Dr. Nicolas Aragão,silvatheo@example.org,(11) 96393-1861,1995-02-09
72860279566,Ravy Moura,malbuquerque@example.org,(11) 94460-6263,1980-11-07
26362304166,Matteo Ferreira,dnovaes@example.org,(11) 91461-7715,1974-11-24
78239428600,Luiz Otávio Cirino,evelyn55@example.net,(11) 98847-2389,1997-05-11
24535050255,João Ferreira,pereirarael@example.net,(11) 99021-2725,1981-04-09
36603302800,Lara Aparecida,rduarte@example.com,(11) 92066-7366,1972-10-02
47876258700,Luigi Araújo,xlima@example.org,(11) 98793-1265,1998-12-02
88385471144,Sra. Alana da Cunha,xnascimento@example.net,(11) 96679-9408,1958-11-24
76685724900,Júlia Monteiro,abarros@example.org,(11) 96913-5745,1984-10-29
81455392777,Brayan Siqueira,tsa@example.com,(11) 93703-2432,1959-06-17
47604675211,Murilo Aragão,livia43@example.com,(11) 91298-5728,1967-03-01
56900851111,Dom Teixeira,jmartins@example.net,(11) 93460-3199,1959-05-07
77068145644,Sr. Breno Mendes,guerrahenry@example.com,(11) 93743-2505,1954-12-17
20292225500,Sra. Manuella Gonçalves,luizalopes@example.org,(11) 99425-5252,1962-07-24
58307050799,Sr. Bento Sousa,gomesisabelly@example.org,(11) 94009-5584,2001-12-06
12851901811,Pedro Martins,aparecidaanna-liz@example.net,(11) 94946-1661,2003-07-25
41162817944,Thiago Lopes,nogueiraanthony-gabriel@example.net,(11) 98800-2004,1957-09-03
52771337044,João Lucas Barbosa,melissa53@example.org,(11) 96634-4515,1951-12-16
89636021766,Dr. José Duarte,emanuella00@example.net,(11) 98863-4958,1977-06-02
17878256122,Mateus Lima,laissouza@example.net,(11) 94693-1700,1974-10-05
37676827100,Lorenzo Mendonça,pedro15@example.org,(11) 98091-8904,1963-03-09
34846425999,Natália Correia,oda-cunha@example.net,(11) 94864-3449,2004-02-10
22775891366,Dra. Aurora Lopes,vieiramaria-luisa@example.com,(11) 99351-8853,1973-12-15
73689415700,Cecília Camargo,luisasantos@example.com,(11) 93479-3235,1966-05-24
81438502000,Mariana Souza,eloapires@example.net,(11) 99287-2922,1953-06-04
97414233811,Gustavo Henrique Araújo,tcostela@example.com,(11) 98270-4804,1969-07-07
86419681133,Mathias Mendes,thalesmelo@example.org,(11) 94130-1899,2002-11-14
95644029211,Joaquim Cardoso,ecirino@example.net,(11) 91258-8477,2000-10-28
56803209911,Brayan Guerra,marcelogomes@example.net,(11) 96134-7576,1950-02-22
69589445422,Sr. Vinícius Novaes,vasconcelosjoao-vitor@example.org,(11) 97276-1598,2000-09-09
19030831688,Maria Luiza Silveira,vasconcelosbenjamim@example.com,(11) 92646-1060,1971-07-02
87192253933,Diogo Porto,noahcastro@example.com,(11) 99454-7113,1971-09-06
31471466777,Julia Garcia,castrorenan@example.com,(11) 91497-1446,1982-10-18
