ID_INSTALACAO,CPF_RESPONSAVEL_INTERNO,DATA_RESERVA,HORARIO_INICIO,HORARIO_FIM
1,20526294166,2023-09-22,21:30:00,22:00:00
3,18002110900,2023-05-23,08:30:00,09:33:00
1,53344266200,2023-07-09,21:30:00,22:00:00
11,30397229133,2023-01-05,16:00:00,17:42:00
15,88113184755,2023-07-09,18:00:00,19:02:00
15,33910980666,2023-05-27,12:30:00,13:34:00
13,99098313411,2023-11-17,06:30:00,08:02:00
12,18555142811,2023-07-14,14:00:00,15:05:00
17,71748843699,2023-01-01,21:00:00,22:00:00
15,94830858966,2023-03-06,19:30:00,21:20:00
17,32052928555,2023-07-25,09:30:00,10:47:00
11,54873507011,2023-11-23,10:30:00,12:16:00
7,82005854766,2023-09-24,12:30:00,13:44:00
19,70621472144,2023-09-02,18:00:00,19:08:00
13,71100319266,2023-03-06,10:30:00,12:07:00
19,82823543688,2023-08-20,19:00:00,20:07:00
1,13028213344,2023-01-14,14:00:00,15:42:00
12,36332837144,2023-04-28,11:00:00,12:10:00
16,77107010199,2023-07-10,06:00:00,07:41:00
9,30320360977,2023-10-21,13:30:00,14:48:00
4,81147704733,2023-12-08,07:00:00,08:45:00
7,56626078266,2023-10-17,21:30:00,22:00:00
20,70432084244,2023-07-15,12:30:00,13:51:00
4,32611846122,2023-11-16,11:00:00,12:20:00
7,81320829744,2023-04-06,17:30:00,19:06:00
4,93045584333,2023-11-19,10:00:00,11:06:00
7,42250737699,2023-08-11,08:30:00,10:17:00
1,73552866844,2023-11-17,21:30:00,22:00:00
7,21697392700,2023-11-30,08:00:00,09:37:00
18,53248186822,2023-06-16,12:30:00,13:30:00
10,29758307933,2023-08-17,14:30:00,15:52:00
2,52428428300,2023-02-07,16:30:00,18:11:00
5,83283767411,2023-08-24,10:30:00,12:05:00
17,77340973677,2023-10-03,13:00:00,14:57:00
12,77112016722,2023-07-20,16:30:00,18:29:00
7,26480338311,2023-11-16,08:30:00,10:06:00
5,90388433488,2023-03-10,13:00:00,14:57:00
20,69102999811,2023-10-15,16:00:00,17:34:00
14,76241024044,2023-12-12,20:00:00,21:25:00
7,16601477355,2023-11-18,18:00:00,19:07:00
13,24122857999,2023-04-07,09:00:00,10:20:00
13,81641085966,2023-02-24,13:30:00,14:52:00
11,93518421933,2023-09-21,21:30:00,22:00:00
12,83896521966,2023-03-11,20:30:00,22:00:00
9,23708138222,2023-08-08,17:30:00,19:29:00
9,65651469422,2023-01-07,18:00:00,19:23:00
18,37676827100,2023-12-24,07:30:00,08:34:00
14,93981259355,2023-01-22,08:30:00,10:23:00
10,34653649100,2023-05-29,13:00:00,14:53:00
11,89264452599,2023-04-10,08:30:00,09:42:00
12,48586903344,2023-06-10,06:00:00,07:29:00
3,10686068600,2023-07-14,06:30:00,07:57:00
20,27958751877,2023-05-08,16:00:00,17:09:00
6,80543230422,2023-08-28,09:30:00,10:42:00
5,35202057699,2023-10-10,09:00:00,10:24:00
11,29444332966,2023-04-25,09:00:00,10:32:00
7,99549221999,2023-01-04,14:00:00,15:51:00
20,85368317666,2023-01-02,12:00:00,13:02:00
8,18809015955,2023-11-13,12:00:00,13:15:00
13,96048766866,2023-04-11,21:30:00,22:00:00
19,56150387722,2023-10-08,13:00:00,14:29:00
12,94824647888,2023-07-16,09:00:00,10:29:00
11,81959575955,2023-07-09,21:00:00,22:00:00
14,69929282366,2023-08-06,10:30:00,12:21:00
2,24053923300,2023-05-21,09:00:00,10:09:00
14,34154108977,2023-04-30,06:00:00,07:09:00
17,55262334722,2023-07-29,19:00:00,20:11:00
13,97219263299,2023-04-05,09:00:00,10:10:00
18,20241863788,2023-06-16,14:30:00,15:32:00
7,65188946522,2023-01-17,18:00:00,19:53:00
13,65010818588,2023-06-17,08:00:00,09:48:00
1,32525702899,2023-11-13,15:00:00,16:35:00
13,23539513333,2023-08-01,14:30:00,16:08:00
10,92667960266,2023-12-03,14:30:00,16:26:00
1,24837387455,2023-04-16,09:00:00,10:48:00
6,64016118555,2023-11-08,15:00:00,16:32:00
15,69843320444,2023-11-22,11:00:00,12:38:00
20,46703537488,2023-10-10,11:00:00,12:31:00
1,91613276033,2023-05-19,21:30:00,22:00:00
2,98394946866,2023-10-28,12:00:00,13:21:00
20,65781735955,2023-07-24,20:30:00,21:36:00
19,35898831466,2023-11-11,21:30:00,22:00:00
12,38716680955,2023-01-01,07:00:00,08:02:00
18,40910708177,2023-03-21,20:30:00,22:00:00
16,16633313322,2023-01-06,08:30:00,10:01:00
12,17328806200,2023-06-04,17:30:00,18:46:00
20,43186162155,2023-02-07,19:30:00,21:15:00
8,51752368811,2023-10-31,17:30:00,18:48:00
9,73127245900,2023-12-07,07:30:00,09:05:00
10,26053146422,2023-06-16,21:00:00,22:00:00
10,43413991522,2023-10-31,20:00:00,21:23:00
18,38700915411,2023-03-31,11:00:00,12:02:00
17,80740218900,2023-06-10,21:30:00,22:00:00
5,56906798288,2023-04-07,19:30:00,20:58:00
2,86572180977,2023-06-04,06:00:00,07:29:00
1,93588586644,2023-03-01,08:30:00,09:39:00
13,40559380477,2023-11-15,15:30:00,17:22:00
8,52693549344,2023-01-03,20:30:00,21:53:00
4,68601564144,2023-06-17,09:00:00,11:00:00
5,16467523177,2023-12-29,19:30:00,21:29:00
6,46142235088,2023-02-09,12:00:00,13:44:00
9,68539302588,2023-05-20,21:00:00,22:00:00
16,29796149633,2023-12-31,17:30:00,18:34:00
18,41155093333,2023-07-11,11:30:00,13:13:00
10,62426961188,2023-03-14,15:30:00,16:51:00
18,17649772033,2023-11-26,21:00:00,22:00:00
11,75212759188,2023-03-11,15:30:00,16:35:00
20,69584194300,2023-11-22,21:00:00,22:00:00
8,92377258333,2023-01-08,12:30:00,14:17:00
14,60145186733,2023-07-13,13:30:00,15:09:00
15,87522643788,2023-08-14,08:00:00,09:19:00
2,44849816299,2023-12-06,07:00:00,08:00:00
10,58328037522,2023-10-13,12:00:00,13:21:00
19,10919780188,2023-03-15,13:30:00,14:42:00
9,89891027666,2023-12-16,21:00:00,22:00:00
14,41669137788,2023-04-12,08:00:00,09:54:00
8,51849664122,2023-11-08,19:30:00,21:26:00
9,93196872344,2023-12-27,09:30:00,11:28:00
8,61772392500,2023-08-18,19:00:00,20:12:00
9,22011401977,2023-10-31,19:30:00,21:09:00
18,72247109544,2023-04-13,13:30:00,15:17:00
17,46223724877,2023-01-14,12:00:00,13:47:00
2,46166154899,2023-07-16,09:30:00,10:47:00
10,40733202700,2023-09-22,20:30:00,21:43:00
2,64890097900,2023-04-29,18:00:00,19:22:00
2,86804506777,2023-12-23,17:00:00,18:26:00
18,35475369877,2023-04-19,06:00:00,07:49:00
11,18922444700,2023-07-02,15:00:00,16:44:00
18,66805636400,2023-06-22,07:00:00,08:33:00
9,84316031199,2023-09-23,13:00:00,14:49:00
6,84574198544,2023-02-09,10:00:00,11:16:00
3,56768998244,2023-01-11,06:00:00,07:29:00
3,85829802211,2023-07-06,17:00:00,18:48:00
7,90308218411,2023-03-15,08:30:00,09:36:00
19,68579187833,2023-07-27,12:30:00,13:31:00
19,85523972266,2023-04-16,15:00:00,16:03:00
15,50709861711,2023-09-22,18:00:00,19:30:00
14,46635964600,2023-09-18,17:30:00,18:59:00
13,20866440511,2023-01-11,19:00:00,20:02:00
3,63914254500,2023-04-09,06:30:00,07:49:00
7,29591887566,2023-07-17,14:30:00,16:04:00
5,51672941500,2023-09-10,19:30:00,21:29:00
10,63519813011,2023-07-19,07:30:00,09:21:00
7,95028890455,2023-05-29,11:00:00,12:03:00
12,42636144377,2023-04-30,06:30:00,08:27:00
5,72120571000,2023-06-27,06:30:00,08:15:00
13,88310580100,2023-05-09,08:00:00,09:49:00
11,98189263666,2023-04-16,09:30:00,10:59:00
16,55994114277,2023-10-25,10:30:00,11:38:00
4,62923220500,2023-07-23,12:00:00,13:55:00
7,93346220755,2023-06-02,19:00:00,20:29:00
4,50664215211,2023-08-20,09:00:00,10:41:00
1,92600234400,2023-09-05,19:00:00,20:10:00
10,50485495977,2023-10-27,14:00:00,15:51:00
10,50381277111,2023-11-13,06:30:00,08:00:00
11,30331155511,2023-05-10,12:30:00,13:40:00
12,87243340811,2023-10-25,15:00:00,16:36:00
14,82620815288,2023-11-08,07:00:00,08:29:00
16,56520318677,2023-03-02,19:00:00,20:23:00
3,80000463188,2023-08-27,21:00:00,22:00:00
8,20505856755,2023-12-28,17:30:00,19:23:00
4,51957405188,2023-05-14,20:00:00,22:00:00
15,26167348855,2023-05-05,20:00:00,21:31:00
1,20329340433,2023-05-15,18:00:00,19:05:00
13,30802807177,2023-01-11,07:30:00,09:07:00
14,96386156644,2023-06-03,06:30:00,07:35:00
19,57186562822,2023-07-01,15:00:00,16:55:00
4,62498049511,2023-05-11,10:00:00,11:52:00
14,20120276877,2023-01-23,11:30:00,12:43:00
19,13611808466,2023-09-01,14:00:00,15:11:00
19,39948263300,2023-05-26,09:00:00,10:56:00
20,30589858277,2023-12-24,19:00:00,20:09:00
4,47537952099,2023-07-13,19:30:00,20:55:00
12,68360530666,2023-09-07,06:00:00,07:33:00
15,84563271666,2023-09-22,10:30:00,12:22:00
16,10046448255,2023-03-29,20:00:00,21:42:00
9,73820776088,2023-09-15,16:00:00,17:51:00
17,44066917155,2023-01-20,12:00:00,13:51:00
10,86929095300,2023-07-27,17:30:00,18:32:00
9,30816608588,2023-11-13,11:30:00,13:17:00
13,32596378933,2023-08-18,12:30:00,13:35:00
18,30385967444,2023-12-17,17:30:00,19:19:00
7,20404010755,2023-01-16,10:30:00,12:07:00
18,99068786222,2023-06-17,12:30:00,14:28:00
4,66951872400,2023-05-30,12:00:00,13:03:00
9,18539693977,2023-03-30,07:00:00,09:00:00
10,88891395877,2023-07-26,17:30:00,18:39:00
16,92133419700,2023-09-19,16:30:00,18:10:00
6,58099016544,2023-07-29,14:00:00,15:37:00
11,30975051488,2023-03-19,09:00:00,10:41:00
5,60743586800,2023-11-23,21:00:00,22:00:00
18,53765767877,2023-07-12,10:30:00,12:21:00
3,17454818188,2023-04-21,09:30:00,10:51:00
18,41479030100,2023-04-11,10:00:00,11:00:00
11,66260335577,2023-12-02,15:00:00,16:55:00
10,44912822777,2023-03-23,20:00:00,21:27:00
2,53167657022,2023-09-20,08:30:00,09:38:00
2,47822865622,2023-10-03,14:30:00,16:10:00
7,34955157200,2023-06-22,18:30:00,20:28:00
3,80258200844,2023-11-06,07:00:00,08:09:00
13,40914200100,2023-11-20,15:30:00,16:35:00
14,13863225200,2023-12-01,17:30:00,18:34:00
15,40807331944,2023-06-10,18:00:00,19:37:00
8,82016257300,2023-08-03,17:00:00,18:09:00
9,43006449422,2023-07-26,11:00:00,12:17:00
15,84365435300,2023-07-04,14:30:00,15:33:00
5,40082859700,2023-09-06,18:00:00,19:46:00
9,28916382711,2023-09-29,18:00:00,19:02:00
17,36678579000,2023-11-17,09:00:00,10:50:00
20,75869585644,2023-04-24,14:00:00,15:17:00
2,80884854444,2023-12-29,21:30:00,22:00:00
1,80063051700,2023-04-16,15:00:00,16:40:00
8,52783545344,2023-04-06,15:30:00,17:25:00
4,72255959544,2023-12-01,20:00:00,21:37:00
8,74102826577,2023-06-30,13:00:00,14:26:00
2,59516812000,2023-10-04,21:00:00,22:00:00
10,32550633533,2023-09-20,19:00:00,20:14:00
3,79194137455,2023-01-07,14:30:00,15:37:00
2,98931913199,2023-01-05,09:30:00,11:04:00
19,78294387577,2023-02-19,06:00:00,07:30:00
19,61011590944,2023-12-09,13:30:00,15:04:00
9,37746827399,2023-05-06,12:00:00,13:43:00
6,13865944900,2023-01-17,15:30:00,16:39:00
20,48338264533,2023-11-29,17:30:00,18:33:00
20,70349859600,2023-10-10,17:30:00,19:12:00
16,81206743322,2023-09-29,11:00:00,12:22:00
5,66461324100,2023-07-05,12:30:00,14:12:00
14,15399036722,2023-07-22,13:00:00,14:13:00
6,62945758699,2023-04-15,21:30:00,22:00:00
19,37254372977,2023-06-05,15:00:00,16:09:00
19,26764824833,2023-05-08,10:30:00,11:52:00
15,52821793699,2023-01-29,21:30:00,22:00:00
5,28812103844,2023-01-02,12:00:00,13:24:00
7,59339308577,2023-07-30,07:30:00,09:16:00
7,54961419822,2023-04-09,10:00:00,11:15:00
9,34225265799,2023-05-04,12:00:00,13:00:00
3,70809245700,2023-04-25,13:00:00,14:00:00
1,97627088811,2023-03-03,21:30:00,22:00:00
3,29060061499,2023-11-28,10:30:00,11:38:00
17,13703741277,2023-08-03,14:00:00,15:40:00
19,75008369100,2023-12-24,06:00:00,07:01:00
13,77764943999,2023-06-24,13:30:00,14:30:00
4,15874539599,2023-05-24,14:00:00,15:09:00
16,58824927699,2023-11-22,18:00:00,19:42:00
11,80354961233,2023-03-12,14:00:00,15:41:00
17,85839913599,2023-03-18,15:30:00,16:52:00
7,66364195711,2023-12-15,07:30:00,09:27:00
12,18444255766,2023-11-09,17:00:00,18:09:00
20,59408056555,2023-11-16,17:30:00,18:45:00
7,12963758033,2023-11-08,09:30:00,10:54:00
5,72210471977,2023-07-17,17:30:00,18:44:00
4,68003764188,2023-05-14,19:30:00,21:00:00
11,82205935399,2023-12-11,07:00:00,08:05:00
12,10166032077,2023-12-23,21:30:00,22:00:00
9,16254259700,2023-01-02,18:00:00,19:05:00
3,90425381200,2023-04-06,11:30:00,13:07:00
5,25810575055,2023-09-23,19:30:00,21:19:00
19,71475983777,2023-09-13,08:00:00,09:21:00
16,87504948644,2023-03-25,10:30:00,11:33:00
11,49987615288,2023-06-25,11:00:00,12:48:00
12,59027576300,2023-10-12,21:00:00,22:00:00
20,64424534800,2023-06-13,14:30:00,15:32:00
15,73043555900,2023-03-18,18:30:00,20:03:00
10,91232928811,2023-09-14,15:00:00,16:10:00
3,54888535700,2023-05-25,09:30:00,11:20:00
12,94949243399,2023-12-22,12:00:00,13:12:00
9,23768360933,2023-04-24,13:00:00,14:05:00
17,95623183200,2023-06-09,17:30:00,19:14:00
7,67337159611,2023-08-04,19:30:00,20:59:00
12,91821157533,2023-12-21,17:30:00,19:24:00
3,78410876244,2023-08-12,18:00:00,19:44:00
17,76565166388,2023-01-21,08:30:00,10:20:00
10,46838423000,2023-06-26,18:00:00,19:23:00
16,71783689777,2023-11-25,08:00:00,09:07:00
20,66865005699,2023-06-29,07:30:00,09:27:00
16,52978220688,2023-06-23,06:00:00,07:08:00
12,98873380011,2023-04-26,20:00:00,21:50:00
1,11688722866,2023-07-10,17:30:00,18:43:00
11,98285277822,2023-11-04,20:30:00,22:00:00
10,78714281522,2023-01-13,19:00:00,20:18:00
11,24534915200,2023-09-18,20:30:00,21:46:00
15,26660193655,2023-04-06,16:30:00,17:35:00
2,76616191566,2023-11-03,11:00:00,12:29:00
10,42785198000,2023-06-28,19:00:00,20:17:00
1,74161863311,2023-06-02,16:30:00,17:36:00
9,80075071166,2023-11-07,10:00:00,11:59:00
4,84213550400,2023-03-14,10:30:00,12:25:00
4,51635644399,2023-01-24,15:00:00,16:03:00
4,50121402144,2023-11-21,14:00:00,15:39:00
9,45313568611,2023-02-05,08:30:00,10:22:00
12,46705974188,2023-09-04,08:30:00,10:03:00
15,26032019055,2023-11-14,21:00:00,22:00:00
9,19949677144,2023-03-13,12:00:00,13:24:00
7,97286998088,2023-11-21,11:30:00,13:18:00
13,99862582788,2023-05-04,17:00:00,19:00:00
14,82700742766,2023-01-20,19:30:00,21:03:00
3,39029625855,2023-07-23,07:00:00,08:53:00
4,49875229500,2023-09-25,10:30:00,11:55:00
7,98013894866,2023-05-11,14:00:00,15:03:00
13,16193423599,2023-12-28,13:00:00,14:21:00
10,28047192788,2023-01-07,08:30:00,10:28:00
20,49947124922,2023-05-05,18:30:00,19:53:00
12,54989352422,2023-05-30,15:30:00,16:41:00
13,46747409322,2023-09-27,20:00:00,21:19:00
4,13613412977,2023-12-21,10:30:00,12:03:00
2,56223216111,2023-06-15,06:00:00,07:08:00
6,39504016444,2023-04-15,06:30:00,08:10:00
14,59613617300,2023-07-11,08:30:00,10:01:00
18,16754584133,2023-11-11,07:00:00,08:43:00
19,47160340544,2023-11-21,07:30:00,09:24:00
17,19540425400,2023-02-07,13:30:00,15:03:00
16,86387618800,2023-04-25,13:00:00,14:25:00
20,32956733900,2023-11-18,15:00:00,16:45:00
11,55434478766,2023-01-16,20:00:00,21:50:00
4,37976932733,2023-07-31,08:00:00,09:26:00
16,80606797244,2023-05-07,07:00:00,09:00:00
19,99954844711,2023-02-19,14:00:00,15:28:00
10,53822815566,2023-11-03,18:00:00,19:32:00
17,33358603066,2023-06-23,17:30:00,18:55:00
4,87774537277,2023-03-07,19:30:00,21:24:00
15,58820095299,2023-12-29,18:00:00,19:07:00
16,25984180422,2023-12-08,10:00:00,11:51:00
2,31089747188,2023-06-09,18:00:00,19:24:00
17,46215144311,2023-02-07,10:30:00,11:42:00
10,92745269466,2023-04-23,19:00:00,20:34:00
8,37758038077,2023-11-17,08:30:00,09:54:00
10,11611270977,2023-03-07,08:00:00,09:39:00
12,13197326666,2023-10-27,15:00:00,16:48:00
2,43576977433,2023-05-23,18:30:00,20:16:00
7,47587404299,2023-04-19,07:00:00,08:39:00
9,63264249766,2023-01-31,17:00:00,18:37:00
13,61774207299,2023-09-10,15:30:00,16:54:00
4,18914631100,2023-05-11,09:30:00,10:40:00
19,65766305577,2023-06-01,06:30:00,07:33:00
19,67217858544,2023-05-15,14:00:00,15:05:00
17,87877858111,2023-12-19,10:00:00,11:40:00
1,97494232400,2023-12-17,21:00:00,22:00:00
17,63712863900,2023-12-24,20:30:00,21:30:00
9,29055449022,2023-05-13,13:00:00,14:48:00
