CPF_FUNCIONARIO,ID_EVENTO
40890858455,484
10985559888,1859
15089365522,1859
44024003411,1859
73382721233,450
67722563100,450
69592604500,1091
51110568400,1091
16025432400,1091
24519188455,771
69761397100,771
76534055922,509
62632883888,1257
74155764544,804
57592499244,2216
51021817777,1395
16047085499,1395
37795937188,1395
33893348822,1121
98890357400,1121
14353978511,1121
88319880500,2074
60888940088,2074
34093606466,2074
87290493699,57
44229213555,57
12623407211,57
27085658855,503
12167743155,503
80075071166,503
45127560866,1698
89432811299,1698
74401784244,415
11701137611,487
68051293700,1941
72438424022,1941
81296681577,1941
46635964600,160
46215144311,160
20742257411,160
76534055922,1740
13823932611,246
66832334200,246
28608477233,246
76521963611,1514
17081680288,1514
75938807611,1514
86856724222,1668
29591887566,1668
17816666288,1842
11843883699,925
80020047366,1034
68924892300,1034
37127952388,1034
27983153522,683
78794586466,158
73639033522,1381
80381131799,2000
75853685500,2000
88490269944,2000
10021382644,109
23945514966,109
55922745211,805
86929095300,601
39996799999,786
74500506333,786
30553966266,786
13920080500,307
24826165066,307
38917913566,307
29715437144,1471
67722563100,1326
13206778600,1326
34124922644,972
47303276400,972
41064758122,972
18051746300,652
92524114455,652
55922745211,1035
55986908455,1035
38651292000,1035
28983904377,1323
82038712088,1323
87564261433,917
17033244122,3
56970877999,1914
80849838499,1914
94286117355,1914
20551550677,26
95259459288,2030
20678501488,2030
41510110211,2030
20184277688,54
79629362155,54
40894269799,54
44970901755,1260
36026615122,1391
26806660977,1152
39849466433,1152
47612792655,1152
95967959299,2228
41998837700,2031
60236737755,1748
68955729100,1748
22396045144,2120
29226449799,891
22283868477,891
83177856377,1530
12630403733,1530
62250578977,1530
19551329688,936
32956733900,936
40724444211,442
24117673077,564
94155735466,451
94392180700,1919
29779328799,1919
12500059900,1919
77706220777,756
44296100377,1370
55192853900,1370
50339755955,1370
76560091911,1882
90337353000,1882
23255177300,536
81611015822,536
55603412900,536
16516031466,1606
79648732611,1408
54888535700,1408
71783689777,964
43256023211,964
43861882744,964
89450114477,2181
17489896344,134
98814146100,134
44723235599,134
89183390200,2234
61908588211,2234
98398888977,2234
79977549700,1196
96786654177,1196
65641700500,1247
78410876244,1247
12927697933,208
64663362633,707
92133846888,707
46496909355,1587
98814146100,1587
20435677133,1587
51944648788,1913
17378923166,321
38367368100,321
60888140399,321
53069287222,1751
85106613911,1751
93151213411,340
68894067966,340
46205611855,482
17860125533,482
43931458955,446
58478299300,446
62632883888,181
22765315688,181
13280693622,284
41923472022,284
13823932611,284
24837387455,1745
44223654600,1745
29779328799,1773
98850148888,724
96369246944,724
27085658855,2123
81338864900,1516
38647357000,1516
82993577488,956
29659918088,2049
12321793299,2049
55551777555,2049
70210767033,256
14295365199,605
48639382500,93
90052769322,93
45100802477,93
73028318822,946
56148408422,946
24271868566,946
25701508277,897
40407639200,897
73384763577,897
85952946900,1268
16619813055,1268
11404954377,1268
68966474777,1585
41132166066,1585
81557596522,1443
68894067966,1443
68455489355,1443
88711031300,391
80048484199,391
47955769555,924
15089365522,924
63733213555,924
48278230811,1933
28717640266,1933
41522820888,1506
11701137611,1506
50749112733,1506
81355879299,1818
35260393055,1818
32019031088,1818
50007227600,333
56097556111,333
58233432211,333
21307331744,206
42656489677,206
91278340266,947
88825657422,1793
76493471844,1550
28359086922,985
35391396300,985
29055449022,667
42981374066,1916
67790055500,1916
43830852100,59
20678501488,59
40892240555,1543
76364050400,1543
59889404477,1543
62004972066,37
41915841200,1467
37576633655,235
78689554300,1188
53347790355,1188
41647020600,1660
15114118644,1660
72101305433,1639
89063687988,1639
98161894888,1639
40834717277,776
20404010755,776
55229620466,776
21415854733,1272
70545634333,1272
88076679400,1902
54581125399,1902
75985726155,1902
58099016544,740
27736278300,740
19551329688,740
61985915144,1526
86651805833,1526
85416471299,1526
84929842288,1402
20684288222,1770
13886373911,1670
73639033522,1051
81658505044,1051
34345194088,2041
78284203233,2041
94015438288,239
96856825344,1567
72997027466,1567
40434772444,268
16045607033,581
75749025422,1963
40405338100,1963
33807649811,1963
87042002255,777
95237552188,777
72476278677,1809
25730852100,1397
81719091244,1397
41967384433,1397
26378497111,481
57540822744,772
23207552177,1144
41788107400,1159
17840061300,1159
87863605822,1124
28869963433,1124
13206778600,1063
71695349088,1063
68932229044,982
89796644944,842
17466964511,842
55843267477,1032
33560052788,490
29581561333,705
11531946944,705
48639382500,2183
42968430522,2183
56531766488,1801
29344248633,1801
66487457977,1801
74171366644,1175
49041377366,1175
65375095488,1175
30378414600,1554
19111064300,1554
17489896344,599
15114118644,1622
21394446633,1622
49987615288,1457
69905553511,1457
89463923633,644
66551458211,644
47017396422,2134
45030425211,1365
39588678399,1365
62171964688,1365
94433429011,1618
65641582622,1618
19513363644,1618
99617737566,522
97953173699,223
49672711111,223
90425381200,1540
37576633655,1540
70582820722,1540
26271376977,1421
37105314700,570
19553962644,570
84755199622,570
87564261433,1539
64953997077,1539
71227704000,1539
69660532011,528
88243285200,528
39057559122,97
81296681577,97
34239922800,1704
49672711111,1704
11659669722,948
63846320399,948
67492891188,99
58099016544,99
85638921699,1243
62619386011,1243
17982275688,1079
58478299300,1594
20684288222,1594
32158679588,1594
79613888777,51
56193837766,1135
59119962355,1135
38150258933,1517
73994939288,1588
99529613166,1588
33780382500,1588
81590317777,717
88243285200,717
98488173522,1193
88647234044,604
15032467877,1044
72476278677,1500
99617737566,1500
94001287977,1500
54741905222,1509
78341031133,1580
72340855133,1580
94015438288,2020
39753579599,2020
66832334200,2020
61079743855,579
63914254500,579
13719399344,997
82823543688,997
20292225500,2227
15839303888,1867
44970901755,1867
73399802377,12
13280693622,152
73443787011,152
39407467977,299
92950883955,1584
92529725100,1
46900299899,1
40914200100,1
39996799999,2198
59778920988,913
44578756000,913
57460052744,913
74155764544,945
47137616800,1383
62568909144,1383
46675581133,1383
24306229477,568
30802807177,568
68561261311,568
10526358811,583
76478714200,249
30875729000,249
69197998477,249
92841339200,1838
74419107811,276
90165778744,276
40866312100,396
45983973655,396
34768303300,396
76991058699,571
83554876999,571
88887014511,571
35391396300,927
44446030466,759
31734731677,759
20404010755,759
24783426188,1870
88319880500,1246
88647234044,1246
32394342455,1246
88490269944,2141
93015510477,2141
24524765799,2141
94433429011,694
69197998477,694
30852356711,694
82171386300,2012
79795732188,2012
87423059344,251
14648886122,831
92950883955,494
80329870455,494
41510110211,494
20545736633,1082
28822726500,1082
28019792955,1694
77363638388,1132
74729060000,1235
20588013500,1235
28608477233,1036
34984608977,1036
12371614366,1095
76024713699,1095
17193900455,839
33238280700,684
98802408988,684
79827022955,684
78410876244,1322
90112885211,1322
95759252033,262
62277251022,262
39700343533,700
32801738177,190
79648732611,190
19266331800,483
87259079488,483
76991058699,346
40111983400,473
74519726666,473
28009505799,473
93262757288,330
88980747788,542
95566276855,542
53688704777,727
92531945533,374
22912570300,374
13683383488,248
71051267444,248
54888535700,248
89401895744,846
20604218377,846
42439064755,1915
68881316533,1915
57592499244,1915
45596842788,387
15219214155,387
88647234044,1548
20241863788,1548
60809929144,1880
41520344911,180
50627688022,180
52168267699,1037
37739047899,1111
22758152011,123
80465475577,123
11620368699,123
11081037311,523
87836590722,523
74825059200,147
47750675322,147
40890858455,438
20742257411,438
22526487166,1048
44693218266,1048
68894067966,521
50485495977,521
90759885599,1090
91278340266,1090
21813224499,39
76288446933,39
99217231899,39
74419107811,1140
44643113500,1140
81045964466,1140
35248920600,1039
65017425877,1039
32204223577,1039
62171964688,664
45178005711,664
28263278444,757
22927015533,1969
32761220222,1969
42885584255,1242
50066133788,1242
42573088266,1242
21933906577,1361
15089365522,1361
94358667277,1432
88076679400,1432
42647152533,1432
71902763944,505
47017396422,1107
44841133255,1107
51021817777,1107
67790055500,1286
14464415044,1286
22765315688,1286
77363638388,1392
75938807611,1392
41915841200,1436
53622316500,1436
72215176900,1899
20184277688,1944
38495382066,1944
58367202155,1944
22283868477,392
24323262611,1226
42885584255,1226
87850141255,1226
50339755955,821
42688005733,821
14313948311,821
38651292000,2
62762771699,2
51549548155,1385
68561261311,785
73375887122,785
34483239266,785
74419107811,2174
25086393700,2174
43413991522,2106
24371361266,2193
26295083233,2193
16266006511,1488
20638767622,1488
44446030466,848
43629727811,142
59889404477,61
69885941088,61
69475163233,926
25819309422,303
47196960311,1498
59835930300,1603
40877649822,1603
26041677866,1603
11620368699,1338
22265020333,1338
46690697055,1338
92620541499,1461
70822108922,1461
10995055500,1376
81611015822,1376
64953997077,1206
84125925066,1206
62619386011,990
15681306199,990
88438196233,1394
69952674944,1394
99871013800,1394
88319880500,1077
20147216377,1077
19086160400,1112
98850148888,1112
54491872977,1112
54779986955,1252
61817175288,1252
28611721266,1341
76255239188,496
86651805833,496
46736948999,496
71783689777,795
26100671433,795
55381302900,1871
59077525722,1871
59840117866,1871
17955509611,1340
80660238200,535
62762771699,407
48338264533,407
21450077844,407
43292961444,290
54741905222,2126
43189863300,2126
19835282266,1558
32290050077,1600
51021817777,1600
23524298200,1600
89684342800,640
69475163233,640
74552297633,788
22972176255,788
47124343688,1114
18533663311,1114
35451223011,1253
76534055922,1092
56977220877,1174
16112437188,1174
30875729000,382
49041377366,382
43609015266,660
23886339744,1524
85416471299,1384
31123885344,2140
68955729100,2140
18751452733,1663
50459843655,1663
90479732322,1663
61852832988,2248
61132638788,2248
69094341533,2248
35992504133,1549
11363353077,1549
99217231899,1549
33446387699,841
46137167999,841
54654703566,841
25701508277,1207
55047126888,2067
43830852100,2067
10161451877,2067
49041377366,983
86801587044,983
52215517566,983
80967538277,1955
53596353800,803
85035340533,803
17269303944,803
47802626588,126
81296681577,126
55868575966,711
89091952311,711
77924603122,2182
76962560099,2182
41115269344,2182
96942272911,1754
56055945400,71
39679119777,71
36744573500,71
22323721388,1328
33910980666,787
95432132677,1772
14353978511,1772
55986908455,1772
84255731900,2070
28485324244,693
79669399955,693
37940509322,1182
80980153866,1016
48859075000,1016
37940240100,562
64511255399,562
65751028166,492
77682339800,492
11404954377,1486
85252556455,1374
62564283400,1374
20864312955,1374
44670984611,1741
96942272911,1741
23524298200,15
56259645300,1685
91462871677,1685
45765491388,1363
72236457844,1363
33560052788,203
43859871655,203
28608477233,203
24534915200,1954
33702138000,1954
52251883622,880
56792106655,880
68234673711,815
33893348822,1644
67790055500,1644
57385051900,2194
58737749277,1012
42667025077,1012
61338431444,1012
36537063000,1873
71437530333,1873
19559390555,1873
54041996600,477
58824927699,477
72997027466,477
71177724099,991
51453586799,991
93663426399,1721
43521852722,1721
75985726155,1721
87259079488,837
34225265799,837
95976224166,837
76534055922,1192
32761220222,2209
74401784244,826
47486206255,908
33037170522,908
46900299899,114
19307952899,1348
46946522900,1348
60698094833,1348
45885380399,1518
22813992655,2013
99228016200,2013
24826165066,2013
36666936100,1807
24335297000,1807
21996443755,1807
26323272022,2149
24219380233,2149
89631463088,186
44058212400,186
12371614366,186
49540107211,1743
33893348822,1943
24925751011,1961
81959575955,1961
92524114455,1936
54041996600,1936
90425381200,1141
29132779188,1141
90096856911,2161
89101398033,726
59669502966,726
37018607933,184
68881316533,184
46431750444,184
13693551222,401
49658406155,401
90558507133,401
56904365500,1957
19835282266,1150
39588678399,1150
37909483733,1150
38241378522,2213
38647357000,426
21813224499,426
65320140522,426
26041677866,905
20866440511,905
87259079488,905
48217785055,359
33446387699,1956
37065653233,1956
43830852100,1233
28717640266,1233
99228016200,1307
86594217522,1934
55088170344,1715
43931458955,1715
22035138611,1715
15681306199,2195
80504659933,2195
80892514044,2195
46736948999,674
41821179644,674
76255239188,674
88236670700,1224
52156283277,1536
77518859477,1536
97953173699,2246
89085022899,2246
43814327111,1473
49900012811,1473
32286963755,1473
85252556455,1042
99068786222,2217
71100319266,627
10368823733,627
72997027466,1744
99529613166,1744
88167375733,1876
79841901433,1876
39770154788,2128
81931104711,1699
84145883799,1699
85396302900,2059
61978662000,614
61477054822,42
24335297000,42
55603412900,42
98939556377,1105
71783689777,789
56250330133,1555
19835282266,1555
96369246944,1555
76364050400,874
42639362211,874
63678885433,791
28485324244,791
81355879299,791
57922286633,524
63466272100,524
36073803333,524
42901280766,157
36744573500,157
81527620677,157
34955157200,2054
29770361566,2054
64773741888,2054
89708789044,1763
71902763944,434
93151213411,434
45030425211,434
67790055500,164
59669502966,164
67089336322,164
96372873022,80
96347765233,65
46736948999,1277
72414037899,1277
16619813055,1277
70822108922,1373
61460499488,1373
36058828700,1373
48278230811,923
90080503666,516
21933906577,516
15809507799,2009
46180702000,2009
72372559244,1478
91229635455,1478
41339053266,1478
60734151333,615
24519188455,1565
42439064755,1565
69592604500,1576
45146443744,1576
17054080955,1357
84870598133,1357
63733213555,1357
37439631088,1968
38526966900,1968
96007787955,1013
44024003411,1767
78895242933,1767
73854981599,1108
29049825233,902
80300904200,902
50587728922,902
89450114477,929
44245842755,929
58367202155,929
31289092888,979
67971073933,806
81916719566,806
87668687000,806
96292858199,1097
59902405388,1097
10985559888,1097
55891540300,864
93618606822,763
73255329200,763
14824089377,763
61958036422,1347
34806381200,1347
25952654900,1347
16653958266,252
73384763577,252
88067802711,252
60614338911,2102
73928227300,338
55741470411,338
94658061100,338
70582820722,207
76521963611,915
54041996600,915
88243285200,915
78689554300,1535
28530518977,1535
27563364244,1535
62564283400,1115
25237408188,1115
76962560099,1115
79433736188,661
83496939755,661
70582820722,222
88406439311,222
66832334200,222
44537724755,588
26100671433,588
13934655877,588
56148408422,1789
83554876999,1026
24519188455,1026
10161451877,1967
77083986066,2058
36469335855,2058
41748330600,493
44912822777,493
15809507799,493
80914756911,469
55551777555,2222
31322660866,1133
34791788477,1133
82633900955,1406
51110568400,1406
89516596400,1006
42656489677,1864
75233876166,1864
40111983400,701
28019792955,701
47050230800,2229
77649742500,293
96292858199,293
71076603144,293
56751598199,361
54664157400,361
13934655877,361
91579220711,366
93262757288,412
41998837700,412
45893738233,412
77362997066,2107
78233650655,2107
31645395766,2107
47050230800,302
86368035788,302
20678501488,1423
65641582622,241
72101305433,241
14464415044,1896
68894067966,2172
32956733900,2172
88076679400,2172
82038712088,1176
11301753833,1176
79253401422,1228
44970901755,143
44223654600,211
32801738177,1513
82755789733,1513
83546362677,1197
21933906577,1197
22153501566,1345
53858653111,1345
23886339744,1747
28530518977,1747
98755749888,1240
50415676388,1240
46320471044,1127
29659918088,2244
10368823733,64
99892619700,64
39753579599,64
85106613911,2225
63939912833,2225
48217785055,2225
21396355666,801
31806425133,2078
64417403466,2078
73399802377,2078
78280732400,1757
25086393700,1666
79906006255,1666
74474499033,1666
39193445455,1313
50193847555,444
96369246944,672
24152732522,672
30677137100,671
99131711211,1278
44670984611,1278
93763443244,1269
56792106655,1901
42901280766,1901
13886373911,1901
99228016200,566
56259645300,566
38864589977,566
41925182366,1695
47785917633,1695
91149717988,1695
20864312955,1199
14648886122,1199
42901280766,502
86566081000,1102
90649628988,1102
74027455700,1102
89142891255,2218
47813088800,720
17935364900,720
52783545344,572
32875322866,2036
54888535700,2036
87836590722,2036
43830852100,621
94358667277,1378
86910878899,1378
61162594211,1378
55551777555,1161
41788107400,2168
59669502966,2168
22075380100,2168
25701508277,1453
28983904377,1056
78353432900,1849
41115269344,1849
49944840155,468
35701079900,468
36230468922,172
10209644055,1769
76093470511,1769
74818545999,2118
39193445455,2118
41510110211,802
56148408422,802
20184277688,802
36073803333,2189
45835837022,2189
69928778011,2189
65388912255,2003
52215517566,1692
33560052788,1692
48020016900,1692
69300104300,545
87958714544,545
34213658900,2191
25032274066,2191
38915371233,2191
17054080955,2039
63710146099,2039
79283495588,2039
59077525722,1358
78895242933,1160
91462871677,1160
60698094833,1160
30037307977,269
22758152011,269
89684342800,269
51427721644,1455
78233650655,1455
55922745211,1810
50066133788,713
63774575022,713
98904509688,951
25819309422,951
69200085722,951
78284203233,499
71602037122,499
24084306311,577
61700778755,1988
12186881733,1988
69094341533,1542
61338431444,1682
78341031133,1682
39029625855,1682
54037471333,1939
68932229044,1939
37814577533,1939
50864661488,1458
83623461911,1458
60614338911,1458
62853375944,326
28608477233,326
29017906400,1142
50986021811,2233
25510691300,1008
70095800222,1008
78284203233,1008
94333432200,1510
76478714200,1510
60614338911,204
72783378799,204
23207552177,1061
11011302022,1061
11617243700,794
71695349088,794
39364498722,794
57592499244,1041
39735482000,343
50627688022,1709
14753317977,1709
76217317700,1709
84496750499,488
70545634333,488
63633870277,970
21474988155,970
74401784244,1657
52099447788,1657
86801587044,941
47492246266,941
61817175288,941
16619813055,214
75749025422,214
97480071200,863
50193847555,1325
92133846888,1718
28530518977,2053
85035340533,2053
55891540300,2053
37814577533,1803
21259961544,1803
24991761644,1007
60957777399,85
47196960311,85
79395560377,737
64957519900,2184
19973371699,230
69660532011,230
44058212400,230
34475972677,702
13967042133,141
46690697055,1163
91807953666,1163
82038712088,1163
28608477233,1259
58020646411,1259
21996443755,377
15219214155,1795
14313948311,954
32228031533,954
41925182366,710
33608849144,710
78895242933,710
14910749577,1847
87213766544,1564
39407467977,1564
91584865933,1564
74500506333,264
21697392700,264
43072907477,55
52211195366,55
48464596755,55
53106706100,969
80075071166,969
58572197600,440
62072654166,1628
31806425133,1628
25727891088,1628
14126707055,2087
30802807177,2087
31957079500,168
14195592300,1014
33446387699,1014
64426954688,1014
29049825233,163
80114656600,163
55822392511,778
14488731699,778
60698094833,778
67854991277,1589
70699180544,1157
81151711588,659
22283868477,31
24991761644,31
46496909355,1723
32007189866,1723
34633228466,1723
95432132677,1045
46864814300,1045
46675581133,1045
29055449022,409
44058212400,409
12480992144,409
81931104711,279
41097366922,279
32158679588,279
46353052366,1860
50749112733,1860
45588751933,944
48859075000,944
44024003411,115
76478714200,115
61181455477,253
67889575500,253
67881514400,253
27983153522,613
74169270300,750
31806425133,1574
39844244777,1211
44979973400,1211
75749025422,1211
79613888777,2202
43861882744,2202
56977220877,2202
93618606822,1171
14194936800,1171
16633313322,198
46496909355,1586
31938032866,932
19111064300,932
26081137700,537
18690323499,314
26271376977,314
53275720800,314
19030831688,205
77840587300,851
76093470511,995
46205611855,995
46462311400,2069
20404010755,2069
61477054822,2069
15061964033,1725
68413541922,1725
16719031100,677
20551550677,1129
19266331800,1129
40407639200,749
14331992200,749
40434772444,749
24323262611,193
91469357388,193
82993570555,193
65319379122,324
63678885433,2136
88284838144,2077
34639638255,981
77706220777,981
31289092888,1623
66374387400,452
98550907644,452
17022169344,856
23945514966,155
61640917644,155
56075096999,1989
72490338755,1989
24084306311,219
40405338100,219
87780782299,219
85839913599,2200
56977220877,1611
69200085722,408
23232697988,408
28734090100,408
60614338911,1922
46180702000,1922
80539099144,117
15089365522,2085
90052769322,2085
51427721644,11
82925206199,449
50415676388,1977
59119962355,1977
55551777555,1999
83683954966,1283
14753317977,1638
76093470511,1638
20551550677,1638
26247499699,289
64663362633,289
89684342800,289
91229635455,1080
64953997077,1080
74102826577,1080
42981374066,479
50459843655,479
86123956666,479
30830783311,394
75713198466,394
95671837833,394
16025432400,561
43191452088,1122
34438541411,1122
59613617300,1122
27186977333,420
58052779722,420
32290050077,639
64561467633,639
31363207000,639
17991740266,1688
55521234177,10
88647234044,2210
87603603722,183
76024713699,183
71602037122,183
90425381200,1167
40209818766,1230
40879369022,1230
49979061400,1230
93760829822,2131
71902763944,478
16719031100,478
74514333077,478
24306229477,584
41647020600,584
22972176255,1426
52783545344,1426
14910749577,294
33702138000,294
71902763944,1673
43413991522,1673
12630403733,1673
68694183300,138
49672711111,1187
41748330600,1187
15859796944,1493
38241656600,1493
74102826577,1918
66122814055,1918
99860387744,608
44229213555,608
61460499488,2157
14464415044,416
11081037311,416
42981374066,416
71602037122,1619
51559557266,1619
95612557077,1619
13683383488,20
90753739299,20
81151711588,1231
71695349088,1231
65056587266,1739
24925751011,1739
81151711588,1739
64807753844,1629
75853685500,1368
62673401044,1368
59613617300,1368
88236670700,1825
41132166066,1155
19086160400,1155
83546362677,1583
97520578888,1583
11329707255,1583
10209644055,623
28485324244,623
71082809499,311
20404010755,311
22075380100,311
16619813055,9
79969976088,9
42754429977,9
29834367488,1220
80660238200,732
61998087200,680
80381131799,680
80302795744,402
44058212400,402
43848732477,402
67089336322,2206
41923472022,2206
61132638788,2206
42647152533,2169
24946013044,2169
62632883888,2169
22265020333,1635
77706220777,825
55047126888,14
76882157222,14
80504659933,14
81088900044,1900
59894739077,1900
83934575300,84
22026758688,84
17563192600,84
96856825344,1551
74102826577,1551
79841901433,716
67982785155,68
60809929144,68
88308269288,689
74169270300,689
60281702088,689
46353052366,520
74401691744,1352
28822726500,1352
46320471044,1652
95379214500,1652
46635964600,1652
24323262611,714
40724444211,714
83683954966,714
89578665744,1066
15839303888,1066
55922745211,1066
62613028399,1970
66331177877,1970
85106613911,1932
44128201222,840
59669502966,840
29941485288,176
12371614366,1878
49944840155,1878
88887014511,1878
92529725100,811
45885380399,811
27946635344,811
34639638255,2238
93676529500,2238
34633228466,2238
41967384433,417
82171386300,2230
51790408688,2230
72997027466,265
25819309422,265
74519726666,2221
18690323499,2221
11562380999,2221
14295365199,1808
63870544511,1808
20742257411,1808
79669399955,949
24371361266,949
96942272911,454
61908588211,586
52026123388,586
72936585833,586
54888535700,830
49540107211,830
91851223944,445
79865015377,445
41556403500,445
65375095488,1948
62171964688,2061
11081037311,2061
94276897733,1414
37668647000,1414
43475309000,1164
67722563100,1164
60281702088,1164
48945347033,1654
45596842788,1654
19307952899,1654
53153015599,356
81296681577,1985
53688704777,952
85376307133,952
50081641122,567
94333432200,567
67881514400,567
